Title,Section,Ingredients,Instruction,Variations,Nutrition Information
Amanida de faves i pernil amb menta,Amanides i plats freds,"600 g de faves tendres i petites

	Unes llesques de pernil

	Enciam

	Un ramet i fulles de menta
Vinagreta

	Sal","Feu bullir les faves amb un ramet de menta, escorreu-les i refredeu-les dins un bol amb aigua freda.

	A part, talleu unes fulles d’enciam i el pernil a la juliana.

	Barregeu-ho tot i amaniu-ho amb la vinagreta, feta dins el morter amb fulles de menta picades.","S’hi pot  afegir ceba tendra.

	S’hi pot afegir tomàquets tallats a daus.","{'Energia (kcal)': {'Por ración': '252', '% Quantitat Diaria Orientativa': '12,6'}, 'Proteïnes (g)': {'Por ración': '16,8', '% Quantitat Diaria Orientativa': '33,6'}, 'Greix total (g)': {'Por ración': '14,6', '% Quantitat Diaria Orientativa': '20,8'}, 'Hidrats de carboni totals (g)': {'Por ración': '13,4', '% Quantitat Diaria Orientativa': '5'}, 'Sucres (g)': {'Por ración': '1,8', '% Quantitat Diaria Orientativa': '2'}, 'Midó (g)': {'Por ración': '11,7', '% Quantitat Diaria Orientativa': ''}, 'Fibra dietètica (g)': {'Por ración': '6,9', '% Quantitat Diaria Orientativa': '27,6'}, 'Grasa saturada (AGS) (g)': {'Por ración': '3,1', '% Quantitat Diaria Orientativa': ''}, 'Grasa monoinsaturada (AGM) (g)': {'Por ración': '8,6', '% Quantitat Diaria Orientativa': ''}, 'Grasa poliinsaturada (AGP) (g)': {'Por ración': '1,7', '% Quantitat Diaria Orientativa': ''}, 'Colesterol (mg)': {'Por ración': '21', '% Quantitat Diaria Orientativa': '7'}, 'Tiamina o vit B1 (mg)': {'Per ració': '0,36', 'Quantitat Diaria Recomanada': '1'}, 'Niacina (mg)': {'Per ració': '5,14', 'Quantitat Diaria Recomanada': '14'}, 'Vitamina C (mg)': {'Per ració': '25,6', 'Quantitat Diaria Recomanada': '60'}, 'AGP+AGM/AGS': {'Per ració': '3,4', 'Quantitat Diaria Recomanada': '>2'}}"
Olla de recapte,"Sopes, escudelles, brous, farientes i cremes","400 g de mongetes bullides.
300 g de patates tallades a trossos regulars.
½ kg de bledes tallades a tires.
½ kg de tronxos de carxofa bullits.
2 grans d’all picats.
1 culleradeta de pebre vermell.
1 fulla de llorer.","Feu un sofregit amb l’all, el pebre vermell i la fulla de llorer.
A banda, bulliu les patates i les bledes, i afegiu-hi els fesols i els tronxos de carxofa.
Afegiu el sofregit a l’olla de les verdures.","A l’olla de recapte hi podeu afegir tot el que vulgueu: arròs, bacallà, etc.
Al final de la cocció s’hi pot posar unes gotes de vinagre o una pesteta.","{'Tiamina o vit B1 (mg)': {'Per ració': '0,36', 'Quantitat Diaria Recomanada': '1'}, 'Niacina (mg)': {'Per ració': '5,14', 'Quantitat Diaria Recomanada': '14'}, 'Vitamina C (mg)': {'Per ració': '25,6', 'Quantitat Diaria Recomanada': '60'}, 'AGP+AGM/AGS': {'Per ració': '3,4', 'Quantitat Diaria Recomanada': '>2'}}"
Esqueixada de bacallà,Peixos i mariscs,500 g de bacallà esqueixat i dessalat. 4 tomàquets madurs trinxats. Olives negres Oli. Sal. Pebre.,"Escorreu el bacallà i barregeu-lo amb els tomàquets i les olives.
	Amaniu-ho amb oli abundant, sal i pebre.","S’hi poden afegir herbes aromàtiques (julivert, orenga, etc).
	S’hi pot afegir un ou dur trinxat.
	S’hi pot afegir pebrot vermell o pebrot verd.
	S’hi pot afegir ceba dolça o ceba tendra.
	S’hi pot afegir all trinxat.","{'Energia (kcal)': {'Per ració': '301', '%QDO': '15,05%'}, 'Proteïnes (g)': {'Per ració': '26,9', '%QDO': '53,80%'}, 'Greix total (g)': {'Per ració': '18,3', '%QDO': '26,14%'}, 'Hidrats de Carboni totals (g)': {'Per ració': '5,9', '%QDO': '2,19%'}, 'Fibra dietètica (g)': {'Per ració': '2,8', '%QDO': '9,33%'}, 'AGS (g)': {'Per ració': '2,7', '%QDO': '13,50%'}, 'AGM (g)': {'Per ració': '12,5', '%QDO': ''}, 'AGP (g)': {'Per ració': '2', '%QDO': ''}, 'Colesterol (mg)': {'Per ració': '18,8', '%QDO': '6,27%'}, 'Iode (µg)': {'Per ració': '61,4', 'QDR': '150'}, 'Niacina (mg)': {'Per ració': '5,28', 'QDR': '18'}, 'Vitamina B12 (µg)': {'Per ració': '1,36', 'QDR': '1'}, 'Vitamina C (mg)': {'Per ració': '21,15', 'QDR': '60'}, 'Vitamina A (µg)': {'Per ració': '324', 'QDR': '800'}, 'Vitamina D (µg)': {'Per ració': '1,7', 'QDR': '5'}}"
Cervells de xai arrebossats,Carns,"2 cervells de xai.
1 ceba petita tallada a tires fines.
2 ous.
Farina.
Llorer.
Farigola.
Oli.
Sal.
Aigua.","Netegeu els cervells i talleu-los a rodanxes. Enfarineu-los i passeu-los per ou batut.
Fregiu les rodanxes en oli calent.",,"{'Iode (µg)': {'Per ració': '61,4', 'QDR': '150'}, 'Niacina (mg)': {'Per ració': '5,28', 'QDR': '18'}, 'Vitamina B12 (µg)': {'Per ració': '1,36', 'QDR': '1'}, 'Vitamina C (mg)': {'Per ració': '21,15', 'QDR': '60'}, 'Vitamina A (µg)': {'Per ració': '324', 'QDR': '800'}, 'Vitamina D (µg)': {'Per ració': '1,7', 'QDR': '5'}}"
Xapadillo de tenca a la brasa,Peixos i mariscs,"800 g de tenca xapada.
Per fer la picada:
2 grans d’all.
Julivert.
Pebre blanc.
1 culleradeta de pebre roig dolç.
Un grapadet d’ametlles.
Suc de llimona.","Feu la tenca a la brasa pels dos costats.
Quan la tragueu del foc regueu-la amb la picada diluïda amb el suc de llimona.",Es pot fer de la mateixa manera amb anguila (Anguila xapada a la brasa).,"{'Iode (µg)': {'Per ració': '61,4', 'QDR': '150'}, 'Niacina (mg)': {'Per ració': '5,28', 'QDR': '18'}, 'Vitamina B12 (µg)': {'Per ració': '1,36', 'QDR': '1'}, 'Vitamina C (mg)': {'Per ració': '21,15', 'QDR': '60'}, 'Vitamina A (µg)': {'Per ració': '324', 'QDR': '800'}, 'Vitamina D (µg)': {'Per ració': '1,7', 'QDR': '5'}}"
Truita de riu amb salsa d'ametlles,Peixos i mariscs,"4 truites de riu.
100 g d’ametlles crues filetejades.
Farina.
1 got de llet
50 g de mantega.
Oli.
Sal.","Netegeu les truites i saleu-les.
Passeu-les per llet i farina, fregiu-les amb oli tot procurant que es coguin de dins i que quedin rosses per fora, escorreu-les i disposeu-les en una plata calenta.
Poseu una mica de l’oli colat i la mantega en una paella i quan estigui desfeta fregiu-hi les ametlles.
Un cop les ametlles siguin rosses escampeu-les sobre les truites.","Es pot aromatitzar l’oli amb llorer i alls, i tirar-lo per sobre de les truites fregides.
Es poden farcir les truites de cansalada abans de fregir-les.
Es poden deixar les truites una estona amb aigua molt salada o amb sal perquè absorbeixin millor la salsa.","{'Iode (µg)': {'Per ració': '61,4', 'QDR': '150'}, 'Niacina (mg)': {'Per ració': '5,28', 'QDR': '18'}, 'Vitamina B12 (µg)': {'Per ració': '1,36', 'QDR': '1'}, 'Vitamina C (mg)': {'Per ració': '21,15', 'QDR': '60'}, 'Vitamina A (µg)': {'Per ració': '324', 'QDR': '800'}, 'Vitamina D (µg)': {'Per ració': '1,7', 'QDR': '5'}}"
Coca de pinyons,Postres i dolços,"350 g de farina

	100 g de sucre

	100 g de mantega

	20 g de llevat en pols

	2 ous

	1/2 got de llet

	1/2 pell de llimona ratllada

	1 branca de canyella

	Pinyons","Escalfeu la llet amb la branca de canyella per aromatitzar-la.

	Barregeu la  farina amb el llevat, el sucre, els ous, la mantega, la llimona i la llet.

	Treballeu-ho fins a obtenir una massa homogènia.

	Estireu la massa en forma ovalada, pinteu-la amb ou batut i guarniu-la amb els pinyons i el sucre.

	Deixeu-la reposar 15 minuts a temperatura ambient i coeu-la al forn calent fins que estigui rossa.",,"{'Agua (g)': {'Per una ració': '98,2', '%QDO': ''}, 'Energía (kcal)': {'Per una ració': '759', '%QDO': '37,95%'}, 'Proteínas (g)': {'Per una ració': '16,2', '%QDO': '32,40%'}, 'Grasa total (g)': {'Per una ració': '35,6', '%QDO': '50,86%'}, 'Hidratos de carbono totales (g)': {'Per una ració': '91', '%QDO': '33,70%'}, 'Fibra dietética (g)': {'Per una ració': '4,9', '%QDO': '16,33%'}, 'Grasa saturada (AGS) (g)': {'Per una ració': '18,4', '%QDO': '92%'}, 'Grasa monoinsaturada (AGM) (g)': {'Per una ració': '10,5', '%QDO': ''}, 'Grasa poliinsaturada (AGP) (g)': {'Per una ració': '4,1', '%QDO': ''}, 'Colesterol (mg)': {'Per una ració': '187', '%QDO': '62,33%'}, 'Vitamina B12 (µg)': {'Per una ració': '0,608', 'QDR': '1'}}"
"Truita de bacallà, alls i juliverts",Ous,"Per a 1 persona.
2 ous.
75 g de bacallà esqueixat remullat.
1 gra d’all.
Julivert.
Oli.
Sal.","Fregiu una mica l’all trinxat, afegiu-hi el bacallà ben escorregut i seguidament el julivert trinxat.
Deixeu que se sofregeixi tot junt, barregeu-ho amb els ous batuts i feu la truita.","S’hi poden afegir unes mongetes bullides.
Es pot escaldar el bacallà abans de posar-lo a la paella.","{'Vitamina B12 (µg)': {'Per una ració': '0,608', 'QDR': '1'}}"
Canelons d'espinacs,"Pastes, arrossos i altres cereals","1 ½ kg d’espinacs.
16 plaques de caneló.
50 g de pernil salat.
Un grapadet de pinyons.
Un grapadet de panses remullades.
25 g de formatge rallat.
Mantega.
Salsa beixamel.
Sal.
Aigua.","Netegeu i renteu els espinacs en dues o tres aigües i talleu-los a trossets.
Fregiu el pernil i els pinyons en una paella i afegiu-hi els espinacs i les panses; saleu-ho.
Bulliu la pasta dels canelons, refredeu-la en aigua freda i eixugueu-la.
Ompliu els canelons amb els espinacs.
Poseu els canelons en una plata untada amb oli o mantega, cobriu-los de beixamel i de formatge ratllat i gratineu-los al forn.","En lloc de beixamel s’hi pot posar salsa de tomàquet.
Es pot afegir beixamel al farciment per lligar-ho una mica més.","{'Vitamina B12 (µg)': {'Per una ració': '0,608', 'QDR': '1'}}"
Figues calentes,Postres i dolços,8 figues seques. 8 ametlles. Una copa d’aiguardent.,Introduïu dins la figa una ametlla i aplaneu-la amb la mà. Feu-les coure a la planxa i quan les traieu poseu-les en una safata amb un raig d’aiguardent per sobre. S’han de servir calentes.,,"{'Energia (kcal)': {'Per ració': '204', '%QDO': '10,20%'}, 'Proteïnes (g)': {'Per ració': '2,6', '%QDO': '5,20%'}, 'Greix total (g)': {'Per ració': '3,4', '%QDO': '4,86%'}, 'Hidrats de Carboni totals (g)': {'Per ració': '17', '%QDO': '6,30%'}, 'Fibra dietètica (g)': {'Per ració': '3,3', '%QDO': '11,00%'}, 'AGS (g)': {'Per ració': '0,32', '%QDO': '1,60%'}, 'AGM (g)': {'Per ració': '1,8', '%QDO': ''}, 'AGP (g)': {'Per ració': '0,92', '%QDO': ''}, 'Colesterol (mg)': {'Per ració': '0', '%QDO': ''}}"
Patates fregides,Verdures i altres hortalisses,"1 kg de patates.
Oli.
Sal.","Peleu i talleu les patates a bastonets regulars.
Fregiu-les en una paella amb abundant oli calent.
Escorreu-les i saleu-les.","Podeu tallar les patates a daus.
Una altra manera de fregir-les consisteix en, un cop les patates estan tallades, escorreu-les i fregiu-les en oli calent, que no fumegi, fins que es comencin a estovar. Tot seguit, escorreu-les sobre paper de cuina i en el moment de servir-les acabeu-les de fregir en oli calent.",{}
Faves a la catalana,Llegums,,Vegeu Faves ofegades.,,"{'Energia (kcal)': {'Per ració': '223', '%QDO': '11,15%'}, 'Proteïnes (g)': {'Per ració': '12,3', '%QDO': '24,60%'}, 'Greix total (g)': {'Per ració': '14,4', '%QDO': '20,57%'}, 'Hidrats de Carboni totals (g)': {'Per ració': '7,6', '%QDO': '2,81%'}, 'Fibra dietètica (g)': {'Per ració': '7', '%QDO': '23,33%'}, 'AGS (g)': {'Per ració': '4,5', '%QDO': '22,50%'}, 'AGM (g)': {'Per ració': '6,2', '%QDO': ''}, 'AGP (g)': {'Per ració': '1,6', '%QDO': ''}, 'Colesterol (mg)': {'Per ració': '233', '%QDO': '6,43%'}, 'Àcid fòlic (µg)': {'Per ració': '92', 'QDR': '200'}}"
Fideus amb pop i pèsols,Peixos i mariscs,"300 g de fideus.
200 g de pèsols.
200 g de pop.
2 cebes tallades a la juliana.
2 tomates ratllades.
1 culleradeta de pebre vermell.
Oli.
Sal.
Aigua.
Per fer la picada:
2 grans d’all.
Un grapadet d’ametlles. 
Julivert.","Bulliu el pop amb aigua i sal.
Feu un sofregit amb la ceba, la tomata i el pebre vermell en una cassola amb oli.
Afegiu-hi els fideus, el pop trossejat i la picada, i sofregiu-ho tot junt un moment.
Banyeu-ho amb aigua calenta i quan arrenqui el bull afegiu-hi els pèsols i deixeu-ho bullir fins que els fideus estiguin cuits.",En lloc d’aigua s’hi pot posar brou de peix.,"{'Àcid fòlic (µg)': {'Per ració': '92', 'QDR': '200'}}"
Cóc de maçana agredolça,Postres i dolços,"3 maçanes (pomes).
25 g de llevat premsat.
¼ l d’oli.
¼ l de llet.
200 g de sucre.
2 ous.
1 copa d’anís.
Farina.
Canyella en pols.","Barregeu els ous, 150 g de sucre, l’anís i el llevat desfet amb la llet. 
Afegiu-hi farina i treballeu-ho fins que obtingueu una pasta no gaire dura.
Deixeu-ho reposar un parell d’hores perquè fermenti.
Estireu la pasta en forma ovalada i aneu-hi col•locant les pomes sense pelar tallades a quarts, molt juntes, amb la pell a la part de fora, fins cobrir tota la superfície.
Tireu-hi per damunt un raig d’oli, el sucre restant i una mica de canyella en pols. 
Coeu-ho al forn a 170º de 20 a 25 minuts, fins que quedi la pasta daurada i la poma comenci a enrossir-se.","Es pot fer amb poma golden.
Podeu afegir un pessic de matafaluga o de coriandre a la massa.","{'Àcid fòlic (µg)': {'Per ració': '92', 'QDR': '200'}}"
Guatlles estofades,Carns,"4 guatlles.
100 g de pernil a quadres.
2 cullerades d’oli d’oliva.
1 cullerada de puré de tomàquet.
6 cebes petites.
4 salsitxes.
1 copa de vi blanc.
Farigola esmicolada.
Canyella en pols.
Pebre en pols.
Sal.","Poseu les guatlles buides i netes junt amb el tomàquet, la ceba, el pernil, les salsitxes, el vi, la farigola, la canyella, el pebre i la sal en una cassola de terrissa amb oli. 
Tapeu la cassola amb la tapa, i deixeu-ho coure a foc lent durant una hora. Si cal afegiu-hi  miques d’aigua.",Es poden acompanyar les guatlles amb una amanida del temps.,"{'Àcid fòlic (µg)': {'Per ració': '92', 'QDR': '200'}}"
Cloïsses al vapor,Peixos i mariscs,"2 kg de cloïsses.
1 llimona.
2 fulles de llorer.
Sal.
Pebre negre en gra.","Posar les cloïsses 2 hores abans amb aigua i sal perquè perdin la sorra.
Netegeu-les.
Poseu-los en una olla gran amb el llorer, els grans de pebre i la llimona partida 
Just quan les cloïsses s’obrin retireu-les del foc i serviu-les immediatament.","Es poden acompanyar amb un allioli molt suau, maionesa o salsa de romesco.
Amb el mateix procediments de cocció es poden fer les rossellones (vegeu rossellones al vapor), els musclos (vegeu musclos al vapor), els dàtils de mar, les tellerines (vegeu tellerines al vapor), etc.
Les cloïsses es poden obrir al vapor en una olla tapada sense posar-hi res més.","{'Àcid fòlic (µg)': {'Per ració': '92', 'QDR': '200'}}"
Òpera,Peixos i mariscs,"4 rodanxes de rap.
4 rodanxes d’orada.
300 g de calamars nets i tallats a rodanxes.
4 gambes.
4 escamarlans.
2 llagostes partides.
12 musclos.
12 cloïsses.
2 cebes trinxades.
4 tomàquets trinxats.
Una fulla de llorer.
Una copa de vi blanc.
½ l de brou de peix.
Farina.
Oli.
Sal.
Pebre.
Per fer la picada:
2 grans d’all.
Uns brins de safrà.
Julivert.","Fregiu successivament, tan sols volta i volta, el rap, l’orada, el calamars, les gambes, els escamarlans i les llagostes, tot salat i enfarinat.
Aneu-ho posant en una cassola molt ampla, sense que les peces se superposin.
En el mateix oli dels peixos, feu un sofregit concentrat amb la ceba, el tomàquet i la fulla de llorer. 
Tireu-hi el vi, deixeu-lo reduir, mulleu amb el brou de peix i deixeu-ho bullir.
Coleu aquesta salsa a la cassola on hi ha el peix, afegiu-hi també la picada i deixeu que cogui a foc suau uns minuts, tot sacsejant la cassola.
Afegiu-hi els musclos i les cloïsses i acabeu de coure-ho tot junt.","A la picada s’hi poden afegir ametlles, avellanes i també carquinyolis.
Els musclos i les cloïsses es poden obrir prèviament i afegir a la cassola amb l’aigua de bullir-los.","{'Àcid fòlic (µg)': {'Per ració': '92', 'QDR': '200'}}"
Suquet Calero,Peixos i mariscs,"1 kg de peix blanc (congre, rap, rafet, rèmol...a escollir)
5 grans d’all.
1 tomàquet.
1 branca de julivert.
Uns brins safrà.
1 cullerada de pebre roig.
Sal.
Oli. 
Aigua.","Piqueu en un morter els alls, el julivert, el tomàquet pelat, el pebre roig, el safrà i la sal.
En una cassola poseu oli i quan sigui calent aboqueu la picada i doneu-hi unes voltes. Tot seguit afegiu-hi una mica d’aigua.
Poseu llavors el peix i acabeu d’abocar-hi aigua fins que cobreixi. Un cop arrenqui el bull deixeu-ho coure uns 10 o 12 minuts (segons el peix).",,"{'Àcid fòlic (µg)': {'Per ració': '92', 'QDR': '200'}}"
Peus de porc a la llauna,Carns,4 peus de porc bullits i freds (vegeu Peus de porc amb llenegues). 2 cebes trinxades. 2 tomàquets madurs ratllats. 1 cullerada de farina. Pa ratllat. Allioli negat. Sal. Oli. Brou de bullir els peus.,"Feu un sofregit ben concentrat amb l’oli, les cebes i els tomàquets.
	Afegiu-hi la farina i deixeu-ho coure uns 5 minuts, remenant.
	Poseu el sofregit en una plata, a sobre els peus de porc bullits i coberts amb el pa ratllat i l’allioli deixatat amb una mica del brou de la cocció dels peus.
	Poseu-ho al forn uns 10 minuts.","Es pot fer amb peus de be o de cabrit en comptes de porc.
	Es pot posar una mica de vi blanc en el sofregit.
	Es poden desossar els peus bullits quan encara són tebis.","{'Àcid fòlic (µg)': {'Per ració': '92', 'QDR': '200'}}"
Arròs amb sípia,"Pastes, arrossos i altres cereals",400 g d’arròs. 1 sípia d’1 i ½ kg. 1 l de brou de peix. 2 cebes. 2 tomàquets. Oli. Sal. Allioli negat. Julivert trinxat.,"Netegeu la sípia, i talleu-la a trossets, reservant la tinta.
	Feu un sofregit amb la ceba i el tomàquet i quan estigui ben concentrat afegiu-hi la sípia.
	Quan la sèpia comenci a ser tova, afegiu-hi l’arròs, remeneu-ho un parell de minuts, afegiu-hi la tinta deixatada i el brou de peix bullent.
	Deixeu-ho coure uns 18 minuts aproximadament, primer a foc fort i després a foc moderat.
	En apagar el foc, repartiu allioli negat amb julivert per sobre de l’arròs.",Podeu afegir una mica de la melsa de la sípia al sofregit.,"{'Àcid fòlic (µg)': {'Per ració': '92', 'QDR': '200'}}"
Tripa de bacallà a la catalana,Peixos i mariscs,"600 g de tripes de bacallà remullades i netes.
2 cebes tallades a la juliana.
2 tomàquets madurs trinxats.
2 grans d’alls.
Julivert.
Llorer.
Un polsim de canyella.
Mig got de vi ranci.
Oli.
Sal.
Aigua.","Bulliu les tripes uns  minuts, deixeu-les refredar i talleu-les a tires.
Sofregiu la ceba en una cassola i quan comenci a enrossir-se afegiu-hi la tripa, el llorer, la canyella, el tomàquet i els alls i el julivert trinxats.
Tireu-hi el vi, deixeu-lo reduir i continueu la cocció a foc lent una mitja hora.","S’hi pot afegir una mica d’aiguardent amb el vi.
S’hi pot afegir una picada.
Es pot acompanyar amb patates, pèsols, mongetes bullides o cigrons bullits.","{'Àcid fòlic (µg)': {'Per ració': '92', 'QDR': '200'}}"
Conill en escabetx,Carns,"1 kg de conill.
2 cebes tallades a tires.
5 grans d’all xafats.
Llorer.
Orenga.
1 culleradeta de pebre vermell dolç.
1 culleradeta de pebre vermell picant.
Sal.
½ l d’oli.
¼ l de vinagre.","En una cassola amb oli enrossiu els talls de conill salpebrats.
Afegiu-hi  la resta d’ingredients, i deixeu-ho coure a foc lent fins que el conill sigui tou.
Si cal afegiu-hi miques d’aigua.","S’hi pot afegir altres verdures i herbes.
S’hi posar meitat vinagre i meitat vi blanc.
Es pot acompanyar de cebetes del platillo.
També és pot fer amb pollastre.","{'Àcid fòlic (µg)': {'Per ració': '92', 'QDR': '200'}}"
Pollastre amb mandonguilles i rovellons,Carns,"1 pollastre.
½ kg de rovellons.
2 cebes.
Farina.
½ got de vi negre.
All.
Julivert.
Oli.
Llard.
Sal.
Pebre.
Aigua.
Per fer les mandonguilles:
250 g de carn de porc picada.
250 g de carn de vedella picada.
Una mica de molla de pa del dia abans.
1 ou.
1 ceba tallada finíssima.
All picat.
Julivert picat.
Sal.
Pebre.","Feu les mandonguilles barrejant tots els ingredients, enfarineu-les i fregiu-les.
Salpebreu els trossos de pollastre i enrossiu-los amb oli i llard.
Afegiu-hi la ceba i, quan estigui tova, tireu-hi una mica de farina i remeneu-ho.
Feu la reducció del vi negre i afegiu-hi una mica d’aigua.
A banda, salteu els rovellons amb all i julivert.
Quan faltin 10 minuts per acabar la cocció del pollastre, poseu-hi les mandonguilles i els rovellons i deixeu-ho coure tot junt.",,"{'Àcid fòlic (µg)': {'Per ració': '92', 'QDR': '200'}}"
